cutoff_date,accuracy,precision,recall,f1,roc_auc
2016-03-26,0.9743492076220643,0.9556266275188312,0.9996343692870201,0.9771352496001573,0.9718256762287824
2016-08-24,0.9735839883315777,0.9542326546003017,0.9996543551254197,0.9764155493392496,0.9707625002571793
2017-01-21,0.9711093051605039,0.9500705716302047,0.9997400861428783,0.9742726877985237,0.9673615751134255
2017-06-20,0.9718672039915563,0.9513815090329437,0.9999301919720768,0.9750519042918894,0.9678887445713547
